A0KYQ5	3.5.1.25
A0KYQ6	2.7.1.59
A0KYQ7	3.5.99.6
A0LEA5	2.6.1.83
A0LFF8	1.1.1.37
A0LR22	3.2.2.26
A0LRH8	3.5.4.40
A0QI26	2.5.1.6
A0QJI1	3.1.3.3
A0QLU8	2.7.2.1
A0QPD4	2.4.2.47
A0QPF9	2.7.7.24
A0QQ70	3.6.3.27
A0QQJ4	1.1.98.2
A0QQK1	2.7.2.1
A0QQZ8	2.4.1.250
A0QR01	2.7.13.3
A0QRD3	4.1.3.36
A0QS66	2.7.7.6
A0QSK5	5.1.3.13
A0QSK6	4.2.1.46
A0QSL8	2.7.7.6
A0QTF8	1.1.1.133
A0QU81	5.4.99.5
A0QUW7	6.5.1.2
A0QUZ4	2.7.7.68
A0QVQ8	1.4.1.1
A0QW28	2.4.2.47
A0QWG6	2.4.1.57
A0QWT1	2.7.7.6
A0QYS8	2.1.3.3
A0QZ42	6.3.2.n2
A0QZ46	3.4.25.1
A0QZ47	3.4.25.1
A0R043	2.4.1.57
A0R066	2.6.1.42
A0R0S4	2.5.1.86
A0R0W9	3.2.1.28
A0R1C2	1.4.1.2
A0R211	2.7.8.35
A0R2E6	2.4.1.266
A0R2W4	2.5.1.68
A0R2W9	3.5.1.115
A0R3C4	3.6.1.8
A0R3D3	3.1.1.29
A0R3H2	6.3.3.2
A0R3N5	5.4.99.5
A0R4R3	1.14.13.142
A0R4S9	1.3.99.4
A0R564	2.7.7.85
A0R5C5	5.1.3.2
A0R5M8	2.1.1.44
A0R5M9	3.5.1.118
A0R5T2	6.5.1.1
A0R5Z2	2.4.1.287
A0R607	1.1.98.3
A0R610	1.1.1.333
A1A048	3.2.1.156
A1A278	3.2.1.78
A1A399	3.2.1.23
A1ADJ6	2.3.1.136
A1B195	4.2.1.77
A1B196	1.5.1.49
A1BBM5	5.1.1.8
A2RH76	3.6.4.12
A2RH77	3.6.4.12
A2RIB7	1.6.99.3
A2RJT9	1.3.98.1
A3DDX7	1.4.1.16
A3DH67	3.2.1.176
A3DIH0	3.2.1.55
A3DK17	2.6.1.83
A3M4A9	5.1.1.8
A3PPJ8	5.1.1.8
A3QFI1	5.1.1.8
A3SK19	4.4.1.3
A4F7P3	2.4.1.278
A4F7P5	2.1.1.254
A4ISB9	1.1.1.192
A4IT49	1.5.1.45
A4VFY3	2.7.2.4
A4VJB4	2.7.2.4
A4VND8	1.8.2.2
A4WA78	4.2.1.8
A4X3Q0	2.5.1.94
A4XF23	4.2.1.8
A5F5Y3	2.7.1.180
A5F692	2.5.1.55
A5FB63	3.2.1.14
A5HZ59	1.5.1.24
A5HZZ9	3.4.24.69
A5IKD4	3.2.1.99
A5TY85	2.7.11.1
A5U029	2.1.1.79
A5U493	3.5.2.6
A5U4N0	2.7.1.20
A5U866	2.1.1.79
A5U8S6	4.1.1.11
A5V6Z0	4.2.1.8
A5VZY6	5.1.1.8
A6QDL6	1.1.1.27
A6QGB8	2.1.1.192
A6QGC0	2.7.11.1
A6QHR2	6.1.1.1
A6QJK4	2.7.13.3
A6QK89	1.1.1.27
A6T923	1.14.13.113
A6VKV4	4.1.1.49
A6VRA1	4.2.1.8
A6WW16	5.1.1.8
A6WXX7	5.1.1.8
A7HD43	2.7.13.3
A7MRY4	2.7.13.3
A7N6S2	2.7.13.3
A7Z4Y0	2.3.1.39
A8H392	4.2.1.77
A9AKH1	1.5.1.49
A9ALD3	1.5.1.49
A9AQW9	5.1.1.8
A9BEU2	2.4.1.268
A9BHI9	2.4.1.266
A9BHJ0	2.4.1.270
A9CH39	4.1.99.13
A9CIM3	2.7.8.24
A9CJC9	4.1.99.3
A9CK16	3.5.4.33
A9CKB4	5.1.1.8
A9KHK4	2.4.1.247
A9KIW5	2.4.1.211
A9KM56	2.4.1.282
A9KQ75	2.4.1.211
A9KT32	2.4.1.279
A9KTB9	3.2.1.67
A9WC34	4.2.1.148
A9WC36	5.4.1.3
A9WC41	4.2.1.153
A9WGE2	4.1.3.46
B0B9D1	2.1.1.297
B0RP51	2.7.1.90
B0T0B1	4.2.1.8
B0T4L2	4.2.1.8
B0VB44	5.1.1.8
B1ELW6	4.2.1.8
B1JL34	2.4.2.1
B1KJ76	4.2.1.77
B2HIL7	2.3.1.41
B2HP50	2.5.1.6
B2HPZ3	2.7.2.1
B2IZD3	3.6.5.5
B2J1M1	4.1.99.5
B2J4A4	4.2.3.90
B2J528	4.3.1.24
B2JF31	2.1.1.228
B2RLK2	3.4.22.47
B2UCA8	4.2.1.6
B3D6W2	5.1.1.8
B3PC73	3.2.1.131
B3PDB1	4.2.1.8
B3PEE6	2.4.1.161
B3PGJ1	3.2.1.22
B4EDA2	2.5.1.55
B4EHE6	5.1.1.8
B5F9P4	2.5.1.7
B5GS26	4.2.3.97
B5GW45	4.2.3.98
B5RAG0	4.2.1.8
B5XK69	4.2.1.53
B5ZA76	3.1.1.72
B7GPC7	3.2.1.96
B7JBP8	1.8.5.4
B8DZK4	5.1.3.11
B8GWS6	2.7.7.7
B8H1Z0	1.1.1.175
B8ZSN3	2.3.3.9
B8ZT86	5.4.2.11
B8ZUN3	2.5.1.78
B9E972	4.2.1.53
B9J8G8	5.1.1.8
B9J8S0	3.5.4.11
B9JHU6	5.1.1.8
B9JQV3	5.1.1.8
B9K4G4	4.2.1.77
B9K7M6	2.4.1.20
B9KDD4	2.4.99.19
C0H3U9	4.1.1.61
C0H3X7	2.3.2.3
C0QRP9	3.1.3.70
C0QRQ2	2.4.1.266
C0SPA0	3.2.1.41
C3JXY0	2.7.2.4
C5B2R8	1.5.1.47
C6CRV0	3.2.1.8
C6D9S0	4.2.1.8
C6L862	3.1.1.81
C8WJZ5	3.1.4.57
C8WV58	3.2.1.23
D0B707	2.7.8.24
D0ZLR2	4.1.2.14
D0ZLR3	4.3.1.29
D0ZV89	2.7.13.3
D2AV87	5.1.1.8
D2QN44	5.1.1.8
D3DFG8	3.1.3.3
D3DFP8	3.1.3.3
D3JV05	3.1.2.30
D3RVD4	1.8.2.2
D3T426	3.2.1.67
D4GJ14	4.2.1.39
D4ZX34	3.1.21.4
D4ZX35	2.1.1.37
D5AP78	2.1.1.210
D5E0A1	3.5.1.47
D5EV35	3.1.1.72
D5EXZ4	3.1.1.73
D5SQS4	5.1.1.8
D5WYQ5	1.8.2.2
D6XZ22	2.4.1.332
D7A0Y0	1.5.1.49
D7A0Y1	4.2.1.77
D7A0Y3	5.1.1.8
D7BPX0	4.2.1.39
D7GXF9	3.2.1.178
D7GXG0	3.2.1.178
D7GXG4	3.2.1.81
D9SM34	3.2.1.23
D9TT09	2.4.1.329
E0IWI3	4.1.1.20
E0J5J4	2.7.1.45
E0X9C7	2.7.13.3
E3PRJ4	5.4.3.4
E3PRJ5	5.4.3.4
E3PY95	5.4.3.5
E3PY96	5.4.3.5
E6UBR9	2.4.1.319
E6UIS7	2.4.1.281
E8ME30	1.1.1.27
E8MF10	5.1.3.2
E8MF11	2.7.7.12
E8MF12	2.7.1.162
E8MF13	2.4.1.211
E8MGH8	3.2.1.185
E8MGH9	3.2.1.187
F2JXJ3	1.4.3.20
F2MMP6	2.4.2.9
F8G0M4	1.14.13.163
F8JX40	1.2.1.69
G0FS68	2.7.1.179
G0L322	3.2.1.81
G1UBD1	1.14.18.3
G2JZ44	3.6.3.32
G2NFJ9	3.2.1.58
G3XD01	2.3.1.201
G3XD12	1.4.99.5
G3XD23	1.1.1.335
G3XD61	5.1.3.23
G3XD67	1.4.99.5
G3XD76	2.3.1.117
G3XD94	1.1.1.136
G4STG9	2.7.1.90
G7TAD9	4.2.1.8
G8JZS4	3.2.1.3
G9F1Y9	1.3.1.31
H2IFE7	1.2.1.92
H2IFX0	5.5.1.25
H2VFI5	3.2.1.183
H8L901	5.1.1.13
H8L902	6.3.1.12
I3VRU1	3.2.1.67
I6WZK7	1.16.3.1
L0DSL2	1.7.2.2
L0TC47	3.1.1.1
O05268	1.18.1.2
O05306	3.2.2.n1
O05508	3.2.1.86
O05510	2.7.1.4
O05511	5.3.1.8
O05512	3.2.1.78
O05518	2.3.1.234
O06159	2.3.1.168
O06350	3.1.1.1
O06769	3.5.1.23
O06961	2.7.2.15
O06995	5.4.2.6
O07003	3.2.1.64
O07012	3.2.1.23
O07013	3.2.1.89
O07177	2.7.1.175
O07564	1.1.1.361
O07565	3.1.3.92
O07566	2.6.1.104
O07584	2.3.1.n4
O07608	2.7.7.63
O07777	2.7.13.3
O07778	2.7.13.3
O07855	1.3.8.2
O24872	6.3.3.3
O24990	1.3.1.9
O25001	3.5.2.6
O25046	3.5.4.4
O25080	3.1.1.72
O25094	2.3.1.202
O25103	3.5.2.6
O25130	2.6.1.92
O25503	2.5.1.16
O25511	4.2.1.115
O25533	2.7.1.33
O25613	3.5.4.16
O25683	3.1.4.17
O25711	3.6.1.3
O25830	2.5.1.15
O25836	3.5.1.49
O25909	2.4.2.19
O25927	2.3.1.129
O26010	2.7.7.3
O31041	4.2.1.28
O31440	1.11.2.4
O31452	3.1.1.1
O31461	2.6.1.42
O31502	2.7.1.107
O31521	3.2.1.172
O31526	4.2.2.23
O31529	3.2.1.23
O31534	1.14.99.3
O31611	2.7.6.5
O31612	2.7.1.23
O31614	3.6.1.17
O31616	1.4.3.19
O31618	2.8.1.10
O31632	4.4.1.8
O31644	2.7.1.69
O31661	2.7.13.3
O31662	5.3.1.23
O31663	2.7.1.100
O31666	5.3.2.5
O31667	3.1.3.87
O31668	4.2.1.109
O31671	2.7.13.3
O31675	6.3.4.20
O31677	4.3.99.3
O31678	1.7.1.13
O31749	2.7.4.22
O31778	2.8.4.3
O31852	3.4.19.11
O32129	2.8.1.8
O32164	2.8.1.7
O32193	2.7.13.3
O32210	1.1.1.283
O32215	3.6.4.12
O32220	3.6.3.54
O32223	1.1.1.371
O32513	4.2.1.11
O33289	2.3.1.1
O33407	3.1.1.1
O33599	3.4.24.75
O33799	2.4.2.8
O33833	3.2.1.26
O33927	3.4.21.88
O34154	2.7.1.30
O34340	2.3.1.179
O34351	2.3.2.22
O34425	1.2.1.59
O34427	2.7.13.3
O34431	3.6.3.8
O34450	3.5.1.25
O34453	1.14.13.165
O34484	3.4.11.18
O34499	3.1.1.31
O34507	2.7.11.1
O34508	5.1.1.20
O34514	4.2.1.113
O34529	2.7.1.11
O34559	3.2.1.172
O34598	3.5.4.3
O34600	3.1.3.7
O34661	1.1.1.169
O34676	5.4.3.2
O34707	4.2.3.130
O34714	4.1.1.2
O34750	3.6.4.13
O34757	2.7.13.3
O34787	2.3.1.39
O34790	2.5.1.n9
O34797	2.7.7.3
O34825	2.3.1.39
O34916	3.5.1.47
O34925	2.4.2.1
O34926	1.14.15.13
O35002	3.4.21.102
O35013	3.6.1.55
O50174	1.2.1.71
O50406	5.5.1.16
O51265	2.7.8.24
O51345	6.1.1.17
O51419	2.7.4.6
O51602	5.4.2.11
O52327	2.4.2.43
O52552	4.2.1.144
O52582	1.8.1.14
O52631	1.2.1.12
O52762	1.11.1.6
O53512	2.5.1.54
O53521	6.2.1.3
O53551	6.2.1.3
O53585	2.4.1.288
O53857	2.7.13.3
O54438	1.1.1.100
O66036	2.7.7.4
O66440	4.2.1.10
O66490	2.7.4.3
O66496	2.5.1.55
O66529	2.5.1.78
O66540	4.1.2.4
O66608	6.3.4.18
O66610	6.3.5.7
O66615	4.1.1.50
O66647	6.1.1.11
O66663	2.4.99.12
O66667	4.1.1.37
O66742	3.1.1.96
O66747	1.1.1.302
O67010	2.1.1.215
O67049	1.1.1.25
O67050	3.5.4.33
O67060	2.7.1.148
O67082	3.1.26.3
O67161	1.2.1.12
O67262	4.1.1.20
O67298	6.1.1.10
O67315	2.5.1.7
O67322	3.6.1.15
O67463	2.1.1.228
O67496	1.17.7.3
O67505	1.3.1.9
O67528	2.7.4.6
O67610	1.1.1.100
O67618	3.6.5.n1
O67680	2.1.1.182
O67788	4.2.1.109
O67914	2.4.2.9
O68100	2.1.1.133
O68282	1.1.1.49
O68965	1.1.1.18
O69721	1.3.1.12
O69729	2.7.13.3
O83369	5.2.1.8
O83553	2.7.1.90
O83774	2.7.1.180
O84395	2.6.1.83
O84546	6.1.1.23
O84835	1.17.4.1
O85040	4.1.1.39
O85140	2.3.1.39
O85673	1.14.12.1
O85674	1.14.12.1
O85675	1.18.1.3
O86034	1.1.1.30
O86224	2.7.1.166
O86737	3.5.4.40
P00350	1.1.1.44
P00363	1.3.5.4
P00370	1.4.1.4
P00452	1.17.4.1
P00490	2.4.1.1
P00497	2.4.2.14
P00509	2.6.1.1
P00547	2.7.1.39
P00634	3.1.3.1
P00691	3.2.1.1
P00722	3.2.1.23
P00803	3.4.21.89
P00804	3.4.23.36
P00805	3.5.1.1
P00811	3.5.2.6
P00816	4.2.1.104
P00864	4.1.1.31
P00880	4.1.1.39
P00895	4.1.3.27
P00898	4.1.3.27
P00903	2.6.1.85
P00914	4.1.99.3
P00929	4.2.1.20
P00934	4.2.3.1
P00935	2.5.1.48
P00957	6.1.1.7
P00959	6.1.1.10
P00962	6.1.1.18
P00963	6.3.1.1
P03007	2.7.7.7
P03018	3.6.4.12
P03960	3.6.3.12
P04036	1.17.1.8
P04042	3.1.1.61
P04079	6.3.5.2
P04189	3.4.21.62
P04391	2.1.3.3
P04395	3.2.2.21
P04425	6.3.2.3
P04825	3.4.11.2
P04957	3.2.1.73
P04958	3.4.24.68
P04964	1.4.1.16
P04968	4.3.1.19
P04982	5.4.99.62
P04993	3.1.11.5
P04995	3.1.11.1
P05020	3.5.2.3
P05041	2.6.1.85
P05042	4.2.1.2
P05050	1.14.11.33
P05055	2.7.7.8
P05100	3.2.2.20
P05194	4.2.1.10
P05327	4.1.99.3
P05404	5.5.1.7
P05425	3.6.3.54
P05637	3.6.1.41
P05653	5.99.1.3
P05654	2.1.3.2
P05655	2.4.1.10
P05656	3.2.1.80
P05793	1.1.1.86
P05804	3.2.1.31
P05852	2.3.1.234
P06191	5.1.1.1
P06204	3.5.2.3
P06612	5.99.1.2
P06672	4.1.1.1
P06709	6.3.4.15
P06715	1.8.1.7
P06721	4.4.1.8
P06960	2.1.3.3
P06961	2.7.7.72
P06968	3.6.1.23
P06983	2.5.1.61
P06988	1.1.1.23
P06992	2.1.1.182
P06999	2.7.1.11
P07001	1.6.1.2
P07003	1.2.5.1
P07004	1.2.1.41
P07528	3.2.1.8
P07598	1.12.7.2
P07648	3.1.11.5
P07649	5.4.99.12
P07650	2.4.2.4
P07771	1.18.1.3
P07773	1.13.11.1
P07821	3.6.3.34
P07862	6.3.2.4
P08179	2.1.2.2
P08200	1.1.1.42
P08203	5.1.3.4
P08244	4.1.1.23
P08308	2.1.3.3
P08337	3.6.1.55
P08373	1.3.1.98
P08394	3.1.11.5
P08401	2.7.13.3
P08495	2.7.2.4
P08538	3.1.3.48
P08839	2.7.3.9
P08870	2.4.2.10
P09029	6.3.4.18
P09030	3.1.11.2
P09053	2.6.1.66
P09124	1.2.1.12
P09147	5.1.3.2
P09148	2.7.7.12
P09155	3.1.13.5
P09169	3.4.23.49
P09373	2.3.1.54
P09391	3.4.21.105
P09403	2.7.2.3
P09785	4.1.3.27
P09786	4.1.3.27
P09980	3.6.4.12
P0A078	3.4.11.18
P0A0B7	1.11.1.15
P0A0H9	1.1.1.100
P0A0J3	1.15.1.1
P0A1A3	5.1.1.1
P0A1E3	2.5.1.47
P0A1F0	6.3.2.4
P0A1F6	2.4.2.3
P0A1P6	6.3.1.2
P0A1X6	3.4.11.18
P0A2C9	1.1.1.100
P0A2G9	2.1.1.271
P0A2H1	2.1.1.289
P0A2H7	2.3.1.16
P0A2K1	4.2.1.20
P0A2W6	2.7.8.7
P0A2W8	5.1.1.1
P0A2X7	2.7.2.2
P0A405	1.97.1.12
P0A407	1.97.1.12
P0A411	1.97.1.12
P0A444	1.10.3.9
P0A446	1.10.3.9
P0A4Q0	2.3.1.n3
P0A4V0	2.7.7.43
P0A6B4	5.1.1.1
P0A6B7	2.8.1.7
P0A6C1	3.1.21.2
P0A6C8	2.7.2.8
P0A6D3	2.5.1.19
P0A6D5	1.1.1.282
P0A6D7	2.7.1.71
P0A6E1	2.7.1.71
P0A6E4	6.3.4.5
P0A6F1	6.3.5.5
P0A6F3	2.7.1.30
P0A6G3	3.5.1.42
P0A6G5	2.7.7.61
P0A6G7	3.4.21.92
P0A6I0	2.7.4.25
P0A6I6	2.7.7.3
P0A6J5	1.4.99.1
P0A6K1	5.1.1.7
P0A6K3	3.5.1.88
P0A6L0	4.1.2.4
P0A6L2	4.3.3.7
P0A6M4	3.1.1.96
P0A6P9	4.2.1.11
P0A6Q6	4.2.1.59
P0A6T1	5.3.1.9
P0A6T3	2.7.1.6
P0A6T5	3.5.4.16
P0A6U5	2.1.1.170
P0A6V9	2.7.1.2
P0A6W3	2.7.8.13
P0A6X1	1.2.1.70
P0A715	2.5.1.55
P0A717	2.7.6.1
P0A722	2.3.1.129
P0A731	4.2.3.3
P0A744	1.8.4.11
P0A749	2.5.1.7
P0A754	1.6.5.2
P0A759	3.5.99.6
P0A763	2.7.4.6
P0A786	2.1.3.2
P0A790	4.1.1.11
P0A794	2.6.99.2
P0A796	2.7.1.11
P0A799	2.7.2.3
P0A7A5	2.1.1.77
P0A7A7	2.3.1.15
P0A7B1	2.7.4.1
P0A7B3	2.7.1.23
P0A7B5	2.7.2.11
P0A7B8	3.4.25.2
P0A7C2	3.4.21.88
P0A7D1	3.1.1.29
P0A7D4	6.3.4.4
P0A7E1	1.3.5.2
P0A7E3	2.4.2.10
P0A7E9	2.7.4.22
P0A7I7	3.5.4.25
P0A7J0	4.1.99.12
P0A7Y0	3.1.26.3
P0A7Y4	3.1.26.4
P0A7Y8	3.1.26.5
P0A7Z0	5.3.1.6
P0A7Z4	2.7.7.6
P0A809	3.6.4.12
P0A812	3.6.4.12
P0A814	3.1.22.4
P0A817	2.5.1.6
P0A821	2.9.1.1
P0A825	2.1.2.1
P0A836	6.2.1.5
P0A850	5.2.1.8
P0A853	4.1.99.1
P0A858	5.3.1.1
P0A870	2.2.1.2
P0A873	2.1.1.228
P0A884	2.1.1.45
P0A8F0	2.4.2.9
P0A8G6	1.6.5.2
P0A8I8	2.1.1.177
P0A8J8	3.6.4.13
P0A8L1	6.1.1.11
P0A8M3	6.1.1.3
P0A8N3	6.1.1.6
P0A8N5	6.1.1.6
P0A8T7	2.7.7.6
P0A8V2	2.7.7.6
P0A8Y1	3.1.3.5
P0A8Y3	3.1.3.10
P0A8Y5	3.1.3.23
P0A951	2.3.1.57
P0A953	2.3.1.41
P0A959	2.6.1.2
P0A962	3.5.1.1
P0A988	2.7.7.7
P0A993	3.1.3.11
P0A998	1.16.3.2
P0A9B2	1.2.1.12
P0A9B6	1.2.1.72
P0A9C9	3.1.3.11
P0A9D2	2.5.1.18
P0A9G6	4.1.3.1
P0A9H1	3.2.2.28
P0A9H3	4.1.1.18
P0A9I8	1.7.1.15
P0A9J4	1.1.1.169
P0A9J6	2.7.1.15
P0A9L5	5.2.1.8
P0A9L8	1.5.1.2
P0A9M0	3.4.21.53
P0A9M2	2.4.2.8
P0A9M5	2.4.2.22
P0A9M8	2.3.1.8
P0A9P0	1.8.1.4
P0A9P4	1.8.1.9
P0A9P6	3.6.4.13
P0A9Q5	6.4.1.2
P0A9Q9	1.2.1.11
P0A9S3	1.1.1.251
P0A9S5	1.1.1.6
P0A9T0	1.1.1.95
P0A9V8	1.1.1.373
P0AA41	5.4.99.26
P0AA43	5.4.99.19
P0AA93	2.7.13.3
P0AAB2	3.1.3.48
P0AAI5	2.3.1.179
P0AAI9	2.3.1.39
P0AAP1	2.7.7.65
P0AB65	3.6.1.7
P0AB71	4.1.2.13
P0AB74	4.1.2.40
P0AB77	2.3.1.29
P0AB80	2.6.1.42
P0AB83	4.2.99.18
P0AB87	4.1.2.17
P0AB89	4.3.2.2
P0ABB0	3.6.3.14
P0ABB4	3.6.3.14
P0ABD3	1.16.3.1
P0ABD5	6.4.1.2
P0ABE9	4.2.1.1
P0ABF1	2.7.7.19
P0ABF6	3.5.4.5
P0ABH7	2.3.3.16
P0ABI8	1.10.3.10
P0ABJ9	1.10.3.14
P0ABK2	1.10.3.14
P0ABK9	1.7.2.2
P0ABP8	2.4.2.1
P0ABQ2	1.1.1.60
P0ABQ4	1.5.1.3
P0ABR5	1.14.12.19
P0ABR9	1.13.11.16
P0ABS8	2.7.7.7
P0ABU0	4.1.3.36
P0ABZ4	3.1.3.45
P0ABZ6	5.2.1.8
P0AC13	2.5.1.15
P0AC16	4.1.2.25
P0AC28	6.3.3.2
P0AC38	4.3.1.1
P0AC41	1.3.5.1
P0AC47	1.3.5.1
P0AC53	1.1.1.49
P0AC78	2.7.8.33
P0AC81	4.4.1.5
P0AC88	4.2.1.47
P0ACA7	2.5.1.18
P0ACB2	4.2.1.24
P0ACC1	2.1.1.297
P0ACV0	2.3.1.241
P0ACV2	2.3.1.242
P0AD14	2.7.13.3
P0AD42	3.1.3.27
P0AD57	2.5.1.90
P0AD61	2.7.1.40
P0AD68	2.4.1.129
P0ADA1	3.1.1.5
P0ADG4	3.1.3.25
P0ADG7	1.1.1.205
P0ADR6	2.1.1.186
P0ADX9	2.1.1.171
P0AE01	2.1.1.200
P0AE12	3.2.2.4
P0AE18	3.4.11.18
P0AE22	3.1.3.2
P0AED7	3.5.1.18
P0AEE3	3.4.21.107
P0AEI1	2.8.4.3
P0AEI4	2.8.4.4
P0AEJ2	5.4.4.2
P0AEK2	1.1.1.100
P0AEK4	1.3.1.9
P0AEN8	5.1.3.29
P0AEP7	4.1.1.47
P0AES2	4.2.1.40
P0AES4	5.99.1.3
P0AES6	5.99.1.3
P0AET8	1.1.1.159
P0AEW4	3.1.4.53
P0AEY3	3.6.1.8
P0AEZ1	1.5.1.20
P0AF03	2.7.7.75
P0AF12	3.2.2.9
P0AF18	3.5.1.25
P0AF24	3.1.3.5
P0AFC0	3.6.1.67
P0AFG6	2.3.1.61
P0AFI0	4.1.1.8
P0AFI2	5.99.1.3
P0AFI7	1.4.3.5
P0AFL3	5.2.1.8
P0AFS3	1.5.1.3
P0AFU8	2.5.1.9
P0AFV4	3.4.17.13
P0AG07	5.1.3.1
P0AG16	2.4.2.14
P0AG18	5.4.99.18
P0AG20	2.7.6.5
P0AGB0	3.1.3.3
P0AGD1	1.15.1.1
P0AGE6	1.6.5.2
P0AGE9	6.2.1.5
P0AGG0	2.7.4.16
P0AGJ7	2.1.1.207
P0AGJ9	6.1.1.1
P0AGL7	2.1.1.193
P0C0J1	3.4.22.10
P0C0K3	2.7.11.1
P0C0L2	1.11.1.15
P0C0R7	2.1.1.166
P0C0V0	3.4.21.107
P0C1A7	4.2.2.2
P0C1A9	3.1.1.11
P0C216	3.1.4.3
P0C6D3	3.3.2.1
P0C8J6	4.1.2.40
P0CF99	2.4.1.57
P0CI79	2.1.1.45
P0CW86	1.15.1.1
P0DKS5	2.8.4.2
P0DKS7	2.8.4.2
P0DKS9	1.20.4.3
P0DMC5	2.7.13.3
P10478	3.2.1.8
P10728	2.7.11.1
P10902	1.4.3.16
P10907	3.6.3.20
P11439	2.4.2.36
P11447	4.3.2.1
P11458	2.5.1.72
P11553	2.7.1.51
P11724	2.1.3.3
P11742	2.1.1.63
P11759	1.1.1.132
P11868	2.7.2.15
P11880	6.3.2.10
P11987	1.14.13.25
P11988	3.2.1.86
P11998	2.5.1.78
P12008	4.2.3.5
P12013	1.1.1.343
P12042	6.3.5.3
P12047	4.3.2.2
P12049	6.3.5.3
P12281	2.10.1.1
P12282	2.7.7.80
P12295	3.2.2.27
P12758	2.4.2.3
P12851	5.3.1.5
P12995	2.6.1.62
P12996	2.8.1.6
P12998	2.3.1.47
P12999	2.1.1.197
P13000	6.3.3.3
P13009	2.1.1.13
P13029	1.11.1.21
P13485	2.7.8.12
P13714	1.1.1.27
P13799	2.7.13.3
P14193	2.7.6.1
P14294	5.99.1.2
P14377	2.7.13.3
P14532	1.11.1.5
P14611	2.3.1.9
P14697	1.1.1.36
P14756	3.4.24.26
P14768	3.2.1.8
P14900	6.3.2.9
P14916	3.5.1.5
P15034	3.4.11.9
P15042	6.5.1.2
P15043	3.6.4.12
P15047	1.3.1.28
P15254	6.3.5.3
P15288	3.4.13.18
P15400	2.7.1.69
P15474	4.2.1.10
P15723	3.1.5.1
P15770	1.1.1.25
P15917	3.4.24.83
P16027	1.1.2.7
P16115	1.1.1.27
P16304	2.7.4.3
P16384	2.5.1.75
P16440	2.5.1.9
P16609	4.2.1.20
P16679	2.7.8.37
P16685	2.7.8.37
P16686	2.7.8.37
P16687	2.7.8.37
P16688	4.7.1.1
P16689	3.6.1.63
P16690	2.7.4.23
P16692	3.1.4.55
P16703	2.5.1.47
P17054	1.3.99.28
P17055	1.14.15.9
P17058	4.2.1.131
P17109	2.2.1.9
P17115	5.3.1.13
P17169	2.6.1.16
P17411	3.2.1.86
P17412	1.3.5.4
P17424	1.17.4.1
P17445	1.2.1.8
P17596	1.3.5.1
P17721	1.2.1.12
P17811	3.4.23.48
P17846	1.8.1.2
P17896	3.4.21.116
P17904	2.7.11.1
P17906	3.1.3.3
P17952	6.3.2.8
P17989	3.2.1.73
P18079	2.3.1.37
P18133	6.3.4.21
